t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
 4269165 ;   20103 ;    O   ;        160 ;  14741 ; saida
 4269216 ;   20161 ;    O   ;        240 ;      ? ; entrada
 4269245 ;   20161 ;    O   ;        240 ;  17666 ; saida
 4269311 ;   20156 ;    O   ;        120 ;      ? ; entrada
 4269389 ;   20156 ;    O   ;        120 ;  18140 ; saida
 4269426 ;   20102 ;    O   ;        360 ;      ? ; entrada
 4269502 ;   20102 ;    O   ;        360 ;  15326 ; saida
 4269549 ;   20180 ;    E   ;        160 ;      ? ; entrada
 4269588 ;   20154 ;    E   ;        400 ;      ? ; entrada
 4269657 ;   20180 ;    E   ;        160 ;  16753 ; saida
 4269664 ;   20158 ;    E   ;        240 ;      ? ; entrada
 4269695 ;   20158 ;    E   ;        240 ;  18344 ; saida
 4269766 ;   20189 ;    E   ;         40 ;      ? ; entrada
 4269821 ;   20189 ;    E   ;         40 ;  16002 ; saida
 4269840 ;   20184 ;    O   ;        400 ;      ? ; entrada
 4269890 ;   20184 ;    O   ;        400 ;  16920 ; saida
 4269951 ;   20014 ;    S   ;        240 ;      ? ; entrada
 4269975 ;   20014 ;    S   ;        240 ;  33276 ; saida
 4270019 ;   20147 ;    O   ;        280 ;  19485 ; saida
 4270051 ;   20190 ;    E   ;        240 ;      ? ; entrada
 4270072 ;   20190 ;    E   ;        240 ;  16394 ; saida
 4270100 ;   20100 ;    O   ;         80 ;      ? ; entrada
 4270129 ;   19990 ;    E   ;        360 ;      ? ; entrada
 4270143 ;   20100 ;    O   ;         80 ;  15786 ; saida
 4270182 ;   20116 ;    O   ;         80 ;      ? ; entrada
 4270186 ;   19990 ;    E   ;        360 ;  16228 ; saida
 4270236 ;   20116 ;    O   ;         80 ;  22287 ; saida
 4270260 ;   20192 ;    O   ;        160 ;      ? ; entrada
 4270294 ;   20192 ;    O   ;        160 ;  11770 ; saida
 4270308 ;   20093 ;    O   ;        280 ;      ? ; entrada
 4270343 ;   20093 ;    O   ;        280 ;  27959 ; saida
 4270353 ;   20188 ;    E   ;        320 ;      ? ; entrada
 4270385 ;   20205 ;    O   ;        200 ;      ? ; entrada
 4270409 ;   20118 ;    O   ;        160 ;      ? ; entrada
 4270422 ;   20205 ;    O   ;        200 ;  11355 ; saida
 4270441 ;   20118 ;    O   ;        160 ;  22438 ; saida
 4270484 ;   20133 ;    O   ;        200 ;      ? ; entrada
 4270501 ;   20133 ;    O   ;        200 ;  21088 ; saida
 4270531 ;   20146 ;    O   ;        200 ;      ? ; entrada
 4270550 ;   20146 ;    O   ;        200 ;  20004 ; saida
 4270580 ;   20151 ;    O   ;        160 ;      ? ; entrada
 4270599 ;   20151 ;    O   ;        160 ;  19655 ; saida
 4270631 ;   20163 ;    O   ;        200 ;      ? ; entrada
 4270651 ;   20163 ;    O   ;        200 ;  18895 ; saida
 4270679 ;   20174 ;    O   ;        320 ;      ? ; entrada
 4270698 ;   20174 ;    O   ;        320 ;  18367 ; saida
 4270729 ;   20177 ;    O   ;        360 ;      ? ; entrada
 4270744 ;   20182 ;    O   ;         80 ;      ? ; entrada
 4270763 ;   20182 ;    O   ;         80 ;  17673 ; saida
 4270792 ;   20179 ;    E   ;        320 ;      ? ; entrada
 4270906 ;   20162 ;    E   ;        400 ;      ? ; entrada
 4270931 ;   20173 ;    E   ;        320 ;      ? ; entrada
 4270975 ;   20162 ;    E   ;        400 ;  19501 ; saida
 4271000 ;   20173 ;    E   ;        320 ;  18719 ; saida
 4271079 ;   20155 ;    E   ;        320 ;      ? ; entrada
 4271115 ;   20188 ;    E   ;        320 ;  17671 ; saida
 4271132 ;   20155 ;    E   ;        320 ;  20128 ; saida
 4272485 ;   20191 ;    E   ;        280 ;      ? ; entrada
 4272543 ;   20191 ;    E   ;        280 ;  18838 ; saida
 4272896 ;   20154 ;    E   ;        400 ;  22015 ; saida
 4272904 ;   20165 ;    E   ;        280 ;      ? ; entrada
 4272959 ;   20165 ;    E   ;        280 ;  21085 ; saida
 4273357 ;   20132 ;    O   ;        320 ;      ? ; entrada
 4273877 ;   20132 ;    O   ;        320 ;  24695 ; saida
 4274179 ;   20101 ;    E   ;         80 ;      ? ; entrada
 4274270 ;   20101 ;    E   ;         80 ;  20012 ; saida
 4274312 ;   20114 ;    O   ;         80 ;      ? ; entrada
 4274491 ;   20114 ;    O   ;         80 ;  26711 ; saida
 4274539 ;   20052 ;    N   ;         40 ;      ? ; entrada
 4274638 ;   20052 ;    N   ;         40 ;  35242 ; saida
 4274745 ;   20057 ;    N   ;         80 ;      ? ; entrada
 4274889 ;   20057 ;    N   ;         80 ;  35130 ; saida
 4274967 ;   20065 ;    N   ;        120 ;      ? ; entrada
 4275005 ;   20119 ;    O   ;        280 ;      ? ; entrada
 4275034 ;   20119 ;    O   ;        280 ;  27074 ; saida
 4275404 ;   20125 ;    O   ;        360 ;      ? ; entrada
 4275454 ;   20125 ;    O   ;        360 ;  26922 ; saida
 4275594 ;   20179 ;    E   ;        320 ;  22923 ; saida
 4275692 ;   20177 ;    O   ;        360 ;  23161 ; saida
 4275923 ;   20066 ;    N   ;        320 ;      ? ; entrada
 4275969 ;   20065 ;    N   ;        120 ;  35693 ; saida
 4276127 ;   20066 ;    N   ;        320 ;  35917 ; saida
 4276221 ;   19996 ;    O   ;         40 ;      ? ; entrada
 4276255 ;   19996 ;    O   ;         40 ;  22146 ; saida
 4281599 ;   20208 ;    O   ;        200 ;      ? ; entrada
 4281713 ;   20208 ;    O   ;        200 ;  17506 ; saida
 4281966 ;   20222 ;    O   ;        120 ;      ? ; entrada
 4282021 ;   20222 ;    O   ;        120 ;  11105 ; saida
 4282119 ;   20221 ;    O   ;        200 ;      ? ; entrada
 4282154 ;   20253 ;    O   ;        120 ;      ? ; entrada
 4282183 ;   20253 ;    O   ;        120 ;  13561 ; saida
 4282230 ;   20234 ;    O   ;        320 ;      ? ; entrada
 4282259 ;   20234 ;    O   ;        320 ;  11113 ; saida
 4282304 ;   20231 ;    O   ;        400 ;      ? ; entrada
 4282334 ;   20231 ;    O   ;        400 ;  16122 ; saida
 4282381 ;   20237 ;    O   ;        120 ;      ? ; entrada
 4282439 ;   20237 ;    O   ;        120 ;  11009 ; saida
 4282443 ;   20236 ;    O   ;        400 ;      ? ; entrada
 4282506 ;   20221 ;    O   ;        200 ;  16825 ; saida
 4282722 ;   20223 ;    O   ;        360 ;      ? ; entrada
 4282777 ;   20223 ;    O   ;        360 ;  14559 ; saida
 4282867 ;   20219 ;    O   ;        200 ;      ? ; entrada
 4282887 ;   20104 ;    E   ;        400 ;      ? ; entrada
 4282974 ;   20219 ;    O   ;        200 ;  17431 ; saida
 4283015 ;   20217 ;    O   ;        360 ;      ? ; entrada
 4283042 ;   20226 ;    O   ;         80 ;      ? ; entrada
 4283072 ;   20104 ;    E   ;        400 ;  28836 ; saida
 4283091 ;   20226 ;    O   ;         80 ;  12240 ; saida
 4283270 ;   20217 ;    O   ;        360 ;  18078 ; saida
 4283480 ;   20024 ;    S   ;         40 ;      ? ; entrada
 4283533 ;   20024 ;    S   ;         40 ;  45981 ; saida
 4283701 ;   20215 ;    O   ;        360 ;      ? ; entrada
 4283869 ;   20067 ;    N   ;        320 ;      ? ; entrada
 4284011 ;   20067 ;    N   ;        320 ;  43673 ; saida
 4284138 ;   19961 ;    E   ;        160 ;      ? ; entrada
 4284181 ;   19961 ;    E   ;        160 ;  24799 ; saida
 4284251 ;   20199 ;    E   ;        320 ;      ? ; entrada
 4284306 ;   20215 ;    O   ;        360 ;  19265 ; saida
 4284328 ;   20199 ;    E   ;        320 ;  25025 ; saida
 4284731 ;   20210 ;    O   ;        280 ;      ? ; entrada
 4284806 ;   20210 ;    O   ;        280 ;  20538 ; saida
 4285446 ;   20206 ;    O   ;        360 ;      ? ; entrada
 4285508 ;   20206 ;    O   ;        360 ;  26483 ; saida
 4285626 ;   20236 ;    O   ;        400 ;  18993 ; saida
 4286022 ;   20240 ;    O   ;        320 ;      ? ; entrada
 4286076 ;   20240 ;    O   ;        320 ;  14782 ; saida
 4286148 ;   20297 ;    O   ;        240 ;      ? ; entrada
 4286202 ;   20297 ;    O   ;        240 ;   9802 ; saida
 4286262 ;   20313 ;    O   ;         80 ;      ? ; entrada
 4286309 ;   20313 ;    O   ;         80 ;   8600 ; saida
 4286374 ;   20263 ;    O   ;        360 ;      ? ; entrada
 4286406 ;   20262 ;    O   ;        160 ;      ? ; entrada
 4286435 ;   20027 ;    S   ;         80 ;      ? ; entrada
 4286474 ;   20027 ;    S   ;         80 ;  48718 ; saida
 4286536 ;   20269 ;    O   ;        280 ;      ? ; entrada
 4286576 ;   20269 ;    O   ;        280 ;  13262 ; saida
 4286628 ;   20068 ;    N   ;        280 ;      ? ; entrada
 4286664 ;   20068 ;    N   ;        280 ;  46260 ; saida
 4286703 ;   20299 ;    O   ;        360 ;      ? ; entrada
 4286738 ;   20299 ;    O   ;        360 ;  10339 ; saida
 4286779 ;   20078 ;    N   ;        120 ;      ? ; entrada
 4286833 ;   20262 ;    O   ;        160 ;  13836 ; saida
 4286828 ;   20202 ;    E   ;        320 ;      ? ; entrada
 4290506 ;   20202 ;    E   ;        320 ;  30775 ; saida
 4291107 ;   20130 ;    N   ;        360 ;      ? ; entrada
 4291207 ;   20130 ;    N   ;        360 ;  42216 ; saida
 4291405 ;   20136 ;    N   ;        320 ;      ? ; entrada
 4291480 ;   20136 ;    N   ;        320 ;  41926 ; saida
 4291727 ;   20360 ;    O   ;        200 ;      ? ; entrada
 4292001 ;   20137 ;    N   ;         80 ;      ? ; entrada
 4292052 ;   20364 ;    O   ;        320 ;      ? ; entrada
 4292133 ;   20364 ;    O   ;        320 ;  11304 ; saida
 4286904 ;   20314 ;    O   ;        160 ;      ? ; entrada
 4292281 ;   20314 ;    O   ;        160 ;  14488 ; saida
 4286928 ;   20248 ;    O   ;        320 ;      ? ; entrada
 4292406 ;   20248 ;    O   ;        320 ;  20727 ; saida
 4286953 ;   20271 ;    O   ;        400 ;      ? ; entrada
 4292548 ;   20271 ;    O   ;        400 ;  19140 ; saida
 4292556 ;   20373 ;    O   ;        360 ;      ? ; entrada
 4292676 ;   20373 ;    O   ;        360 ;   8586 ; saida
 4286979 ;   20213 ;    O   ;        120 ;      ? ; entrada
 4292826 ;   20213 ;    O   ;        120 ;  20667 ; saida
 4287002 ;   20304 ;    O   ;        360 ;      ? ; entrada
 4292951 ;   20304 ;    O   ;        360 ;  16256 ; saida
 4287022 ;   20295 ;    O   ;        280 ;      ? ; entrada
 4293088 ;   20122 ;    N   ;        120 ;      ? ; entrada
 4293155 ;   20122 ;    N   ;        120 ;  44540 ; saida
 4287441 ;   20195 ;    E   ;        360 ;      ? ; entrada
 4293279 ;   20195 ;    E   ;        360 ;  33902 ; saida
 4287469 ;   20294 ;    O   ;        400 ;      ? ; entrada
 4293391 ;   20294 ;    O   ;        400 ;  17316 ; saida
 4287492 ;   20309 ;    O   ;        280 ;      ? ; entrada
 4293487 ;   20115 ;    N   ;        120 ;      ? ; entrada
 4293520 ;   20309 ;    O   ;        280 ;  16332 ; saida
 4293570 ;   20115 ;    N   ;        120 ;  45726 ; saida
 4293645 ;   20129 ;    N   ;         40 ;      ? ; entrada
 4287519 ;   20200 ;    E   ;         80 ;      ? ; entrada
 4293762 ;   20129 ;    N   ;         40 ;  44516 ; saida
 4293784 ;   20200 ;    E   ;         80 ;  34055 ; saida
 4287575 ;   20312 ;    O   ;         80 ;      ? ; entrada
 4293862 ;   20150 ;    N   ;         80 ;      ? ; entrada
 4293919 ;   20312 ;    O   ;         80 ;  16272 ; saida
 4293936 ;   20150 ;    N   ;         80 ;  42957 ; saida
 4287608 ;   20037 ;    S   ;        120 ;      ? ; entrada
 4294026 ;   20159 ;    N   ;        160 ;      ? ; entrada
 4294044 ;   20037 ;    S   ;        120 ;  55712 ; saida
 4294073 ;   20160 ;    N   ;        160 ;      ? ; entrada
 4287636 ;   20082 ;    N   ;        280 ;      ? ; entrada
 4294142 ;   20160 ;    N   ;        160 ;  42536 ; saida
 4294164 ;   20082 ;    N   ;        280 ;  52655 ; saida
 4287664 ;   20036 ;    S   ;        200 ;      ? ; entrada
 4294227 ;   20126 ;    N   ;        200 ;      ? ; entrada
 4294283 ;   20036 ;    S   ;        200 ;  56079 ; saida
 4294296 ;   20126 ;    N   ;        200 ;  45510 ; saida
 4287691 ;   20034 ;    S   ;        320 ;      ? ; entrada
 4294387 ;   20128 ;    N   ;        160 ;      ? ; entrada
 4294404 ;   20034 ;    S   ;        320 ;  56417 ; saida
 4294450 ;   20128 ;    N   ;        160 ;  45472 ; saida
 4287749 ;   20042 ;    S   ;        360 ;      ? ; entrada
 4294529 ;   20241 ;    E   ;        400 ;      ? ; entrada
 4294527 ;   20042 ;    S   ;        360 ;  56048 ; saida
 4287805 ;   20074 ;    S   ;        400 ;      ? ; entrada
 4294593 ;   20241 ;    E   ;        400 ;  27628 ; saida
 4294623 ;   20295 ;    O   ;        280 ;  16854 ; saida
 4287890 ;   20087 ;    N   ;        160 ;      ? ; entrada
 4294673 ;   20105 ;    N   ;        320 ;      ? ; entrada
 4294731 ;   20087 ;    N   ;        160 ;  52695 ; saida
 4294744 ;   20105 ;    N   ;        320 ;  47925 ; saida
 4287996 ;   20333 ;    O   ;        160 ;      ? ; entrada
 4294837 ;   20286 ;    O   ;        200 ;      ? ; entrada
 4294938 ;   20286 ;    O   ;        200 ;  13459 ; saida
 4295003 ;   20360 ;    O   ;        200 ;  14304 ; saida
 4288039 ;   20334 ;    O   ;         40 ;      ? ; entrada
 4295080 ;   20317 ;    O   ;        320 ;      ? ; entrada
 4295128 ;   20384 ;    O   ;        320 ;      ? ; entrada
 4295164 ;   20317 ;    O   ;        320 ;  17362 ; saida
 4295180 ;   20164 ;    N   ;        160 ;      ? ; entrada
 4295224 ;   20384 ;    O   ;        320 ;  10742 ; saida
 4295287 ;   20164 ;    N   ;        160 ;  43337 ; saida
 4295359 ;   20287 ;    O   ;        400 ;      ? ; entrada
 4295419 ;   20287 ;    O   ;        400 ;  14121 ; saida
 4295507 ;   20288 ;    O   ;        280 ;      ? ; entrada
 4295566 ;   20288 ;    O   ;        280 ;  13982 ; saida
 4295644 ;   20387 ;    O   ;        160 ;      ? ; entrada
 4295735 ;   20387 ;    O   ;        160 ;  10792 ; saida
 4295783 ;   20074 ;    S   ;        400 ;  54910 ; saida
 4295828 ;   20291 ;    O   ;        360 ;      ? ; entrada
 4295858 ;   20148 ;    N   ;        400 ;      ? ; entrada
 4295901 ;   20148 ;    N   ;        400 ;  45367 ; saida
 4295965 ;   20159 ;    N   ;        160 ;  44430 ; saida
 4296004 ;   20088 ;    S   ;         80 ;      ? ; entrada
 4296045 ;   20098 ;    S   ;        280 ;      ? ; entrada
 4296078 ;   20088 ;    S   ;         80 ;  53887 ; saida
 4296088 ;   20354 ;    O   ;        120 ;      ? ; entrada
 4296149 ;   20083 ;    S   ;        200 ;      ? ; entrada
 4296159 ;   20354 ;    O   ;        120 ;  15789 ; saida
 4296213 ;   20083 ;    S   ;        200 ;  54582 ; saida
 4296252 ;   20112 ;    S   ;        120 ;      ? ; entrada
 4296273 ;   20079 ;    S   ;        360 ;      ? ; entrada
 4296304 ;   20112 ;    S   ;        120 ;  48792 ; saida
 4296340 ;   20090 ;    S   ;        320 ;      ? ; entrada
 4296369 ;   20090 ;    S   ;        320 ;  54199 ; saida
 4296405 ;   20111 ;    S   ;         40 ;      ? ; entrada
 4296434 ;   20111 ;    S   ;         40 ;  48927 ; saida
 4296470 ;   20367 ;    O   ;        400 ;      ? ; entrada
 4296504 ;   20137 ;    N   ;         80 ;  46653 ; saida
 4296539 ;   20141 ;    N   ;        120 ;      ? ; entrada
 4296571 ;   20141 ;    N   ;        120 ;  46417 ; saida
 4296606 ;   20096 ;    S   ;        240 ;      ? ; entrada
 4296640 ;   20079 ;    S   ;        360 ;  55419 ; saida
 4296688 ;   20098 ;    S   ;        280 ;  53848 ; saida
 4296715 ;   20368 ;    O   ;        120 ;      ? ; entrada
 4296771 ;   20291 ;    O   ;        360 ;  15172 ; saida
 4296785 ;   20368 ;    O   ;        120 ;  15416 ; saida
 4296848 ;   20395 ;    O   ;        400 ;      ? ; entrada
 4296878 ;   20367 ;    O   ;        400 ;  15901 ; saida
 4296904 ;   20395 ;    O   ;        400 ;   1855 ; saida
 4296937 ;   20096 ;    S   ;        240 ;  54245 ; saida
 4296978 ;   20404 ;    O   ;        120 ;      ? ; entrada
 4297007 ;   20404 ;    O   ;        120 ;   7087 ; saida
 4297044 ;   20110 ;    S   ;         80 ;      ? ; entrada
 4288076 ;   20335 ;    O   ;        160 ;      ? ; entrada
 4297102 ;   20110 ;    S   ;         80 ;  49694 ; saida
 4297116 ;   20335 ;    O   ;        160 ;  17949 ; saida
 4288116 ;   20336 ;    O   ;        360 ;      ? ; entrada
 4288159 ;   20084 ;    N   ;        200 ;      ? ; entrada
 4297211 ;   20336 ;    O   ;        360 ;  18198 ; saida
 4297224 ;   20084 ;    N   ;        200 ;  55489 ; saida
 4288203 ;   20332 ;    O   ;        240 ;      ? ; entrada
 4297308 ;   20334 ;    O   ;         40 ;  18077 ; saida
 4297319 ;   20332 ;    O   ;        240 ;  18427 ; saida
 4294917 ;   20333 ;    O   ;        160 ;  15856 ; saida
 4288241 ;   20204 ;    E   ;        400 ;      ? ; entrada
 4297436 ;   20204 ;    E   ;        400 ;  37665 ; saida
 4297469 ;   20370 ;    O   ;         40 ;      ? ; entrada
 4288276 ;   20092 ;    N   ;        360 ;      ? ; entrada
 4297555 ;   20370 ;    O   ;         40 ;  10265 ; saida
 4297590 ;   20092 ;    N   ;        360 ;  55336 ; saida
 4288391 ;   20330 ;    O   ;         40 ;      ? ; entrada
 4297660 ;   20398 ;    O   ;         80 ;      ? ; entrada
 4297717 ;   20330 ;    O   ;         40 ;  18767 ; saida
 4297738 ;   20398 ;    O   ;         80 ;   8487 ; saida
 4288451 ;   20372 ;    O   ;         40 ;      ? ; entrada
 4297903 ;   20372 ;    O   ;         40 ;  14730 ; saida
 4288490 ;   20343 ;    O   ;        120 ;      ? ; entrada
 4297956 ;   20343 ;    O   ;        120 ;  18257 ; saida
 4297991 ;   20077 ;    S   ;         80 ;      ? ; entrada
 4298020 ;   20077 ;    S   ;         80 ;  56663 ; saida
 4288528 ;   20349 ;    O   ;        120 ;      ? ; entrada
 4298071 ;   20349 ;    O   ;        120 ;  18025 ; saida
 4288581 ;   20352 ;    O   ;        400 ;      ? ; entrada
 4288597 ;   20041 ;    S   ;        160 ;      ? ; entrada
 4298148 ;   20352 ;    O   ;        400 ;  18159 ; saida
 4298160 ;   20041 ;    S   ;        160 ;  59565 ; saida
 4288652 ;   20043 ;    S   ;        160 ;      ? ; entrada
 4288705 ;   20078 ;    N   ;        120 ;  47286 ; saida
 4298246 ;   20043 ;    S   ;        160 ;  59507 ; saida
 4288714 ;   20033 ;    S   ;        360 ;      ? ; entrada
 4288751 ;   20322 ;    O   ;         80 ;      ? ; entrada
 4298323 ;   20033 ;    S   ;        360 ;  60468 ; saida
 4298337 ;   20322 ;    O   ;         80 ;  19994 ; saida
 4288773 ;   20048 ;    S   ;        200 ;      ? ; entrada
 4298399 ;   20048 ;    S   ;        200 ;  59383 ; saida
 4288804 ;   20049 ;    S   ;        240 ;      ? ; entrada
 4298447 ;   20049 ;    S   ;        240 ;  59412 ; saida
 4288861 ;   20038 ;    S   ;        120 ;      ? ; entrada
 4298494 ;   20038 ;    S   ;        120 ;  59837 ; saida
 4288897 ;   20053 ;    S   ;        160 ;      ? ; entrada
 4298542 ;   20053 ;    S   ;        160 ;  59165 ; saida
 4288947 ;   20064 ;    S   ;        160 ;      ? ; entrada
 4298589 ;   20064 ;    S   ;        160 ;  58350 ; saida
 4288997 ;   20058 ;    S   ;         80 ;      ? ; entrada
 4298638 ;   20058 ;    S   ;         80 ;  58803 ; saida
 4289040 ;   20239 ;    E   ;        160 ;      ? ; entrada
 4289518 ;   20377 ;    O   ;        240 ;      ? ; entrada
 4290393 ;   20207 ;    E   ;        160 ;      ? ; entrada
 4298754 ;   20239 ;    E   ;        160 ;  31651 ; saida
 4298771 ;   20377 ;    O   ;        240 ;  15112 ; saida
 4298782 ;   20207 ;    E   ;        160 ;  36241 ; saida
 4287552 ;   20081 ;    N   ;        200 ;      ? ; entrada
 4288417 ;   20341 ;    O   ;        360 ;      ? ; entrada
 4298893 ;   20081 ;    N   ;        200 ;  57375 ; saida
 4298898 ;   20341 ;    O   ;        360 ;  19518 ; saida
 4299000 ;   20263 ;    O   ;        360 ;  26250 ; saida
 4299024 ;   20280 ;    O   ;        200 ;      ? ; entrada
 4299042 ;   20280 ;    O   ;        200 ;  24407 ; saida
 4300122 ;   20414 ;    O   ;        280 ;      ? ; entrada
